FABRICANTE,CODIGO_PECA,DESCRICAO,CHAVE_DE_BUSCA,MARCA_VEICULO,MODELO_VEICULO,ANOS_APLICACAO,CONTEXTO_IA
DAYCO,KTB400,KIT DISTRIBUICAO CORREIA,8V TD MITSUBISHI L200 2.5 8V TD 6- 1996 EM DIANTE,8V,TD MITSUBISHI L200 2.5 8V TD 6- 1996 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com 8V TD MITSUBISHI L200 2.5 8V TD 6- 1996 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB400.
DAYCO,KTB430,KIT DE DISTRIBUICAO(125SP200+DYT312),CHEVROLET MONZA 1.2008 A 2002.0 8V 3- 1986 A 1994,CHEVROLET,MONZA 1.2008 A 2002.0 8V 3- 1986 A 1994,não especificado,KIT DE DISTRIBUICAO(125SP200+DYT312) compatível com CHEVROLET MONZA 1.2008 A 2002.0 8V 3- 1986 A 1994. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB430.
DAYCO,KTB430,KIT DE DISTRIBUICAO(125SP200+DYT312),CHEVROLET KADETT 1.2008 A 2002.0 8V /94,CHEVROLET,KADETT 1.2008 A 2002.0 8V /94,não especificado,KIT DE DISTRIBUICAO(125SP200+DYT312) compatível com CHEVROLET KADETT 1.2008 A 2002.0 8V /94. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB430.
DAYCO,KTB430,KIT DE DISTRIBUICAO(125SP200+DYT312),CHEVROLET IPANEMA 1.2008 A 2002.0 8V /94,CHEVROLET,IPANEMA 1.2008 A 2002.0 8V /94,não especificado,KIT DE DISTRIBUICAO(125SP200+DYT312) compatível com CHEVROLET IPANEMA 1.2008 A 2002.0 8V /94. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB430.
DAYCO,KTB460,KIT DISTRIBUICAO CORREIA,RENAULT CLIO 1.6 16V K4M 2000 A 2009,RENAULT,CLIO 1.6 16V K4M 2000 A 2009,não especificado,KIT DISTRIBUICAO CORREIA compatível com RENAULT CLIO 1.6 16V K4M 2000 A 2009. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB460.
DAYCO,KTB460,KIT DISTRIBUICAO CORREIA,RENAULT MEGANE 1.6 16V K4M 2006 A 2012,RENAULT,MEGANE 1.6 16V K4M 2006 A 2012,não especificado,KIT DISTRIBUICAO CORREIA compatível com RENAULT MEGANE 1.6 16V K4M 2006 A 2012. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB460.
DAYCO,KTB460,KIT DISTRIBUICAO CORREIA,RENAULT MEGANE GRAN TOUR 1.6 16V K4 2006 A 2012,RENAULT,MEGANE GRAN TOUR 1.6 16V K4 2006 A 2012,não especificado,KIT DISTRIBUICAO CORREIA compatível com RENAULT MEGANE GRAN TOUR 1.6 16V K4 2006 A 2012. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB460.
DAYCO,KTB460,KIT DISTRIBUICAO CORREIA,RENAULT SCENIC 1.6 16V K4M 2001 A 2010,RENAULT,SCENIC 1.6 16V K4M 2001 A 2010,não especificado,KIT DISTRIBUICAO CORREIA compatível com RENAULT SCENIC 1.6 16V K4M 2001 A 2010. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB460.
DAYCO,KTB460,KIT DISTRIBUICAO CORREIA,RENAULT KANGOO 1.6 16V K4M 2002 EM DIANTE,RENAULT,KANGOO 1.6 16V K4M 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com RENAULT KANGOO 1.6 16V K4M 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB460.
DAYCO,KTB460,KIT DISTRIBUICAO CORREIA,NISSAN LIVINA 1.6 16V K4M 2009 A 2014,NISSAN,LIVINA 1.6 16V K4M 2009 A 2014,não especificado,KIT DISTRIBUICAO CORREIA compatível com NISSAN LIVINA 1.6 16V K4M 2009 A 2014. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB460.
DAYCO,KTB466,KIT DISTRIBUICAO CORREIA,FIAT PALIO 1.4 8V FIRE 2009 EM DIANTE,FIAT,PALIO 1.4 8V FIRE 2009 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com FIAT PALIO 1.4 8V FIRE 2009 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB466.
DAYCO,KTB466,KIT DISTRIBUICAO CORREIA,FIAT DOBLO 1.4 8V FIRE 2009 EM DIANTE,FIAT,DOBLO 1.4 8V FIRE 2009 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com FIAT DOBLO 1.4 8V FIRE 2009 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB466.
DAYCO,KTB466,KIT DISTRIBUICAO CORREIA,FIAT IDEA 1.4 8V FIRE 2009 EM DIANTE,FIAT,IDEA 1.4 8V FIRE 2009 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com FIAT IDEA 1.4 8V FIRE 2009 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB466.
DAYCO,KTB466,KIT DISTRIBUICAO CORREIA,FIAT SIENA 1.4 8V FIRE 2009 EM DIANTE,FIAT,SIENA 1.4 8V FIRE 2009 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com FIAT SIENA 1.4 8V FIRE 2009 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB466.
DAYCO,KTB466,KIT DISTRIBUICAO CORREIA,FIAT STRADA 1.4 8V FIRE 2009 EM DIANTE,FIAT,STRADA 1.4 8V FIRE 2009 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com FIAT STRADA 1.4 8V FIRE 2009 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB466.
DAYCO,KTB521,KIT DISTRIBUICAO CORREIA,MITSUBISHI PAJERO TR4 2.0 16V 2002 EM DIANTE,MITSUBISHI,PAJERO TR4 2.0 16V 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com MITSUBISHI PAJERO TR4 2.0 16V 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB521.
DAYCO,KTB528,KIT DISTRIBUICAO CORREIA,TOYOTA HILUX 2.5 16V D4D 2005 A 2005,TOYOTA,HILUX 2.5 16V D4D 2005 A 2005,não especificado,KIT DISTRIBUICAO CORREIA compatível com TOYOTA HILUX 2.5 16V D4D 2005 A 2005. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB528.
DAYCO,KTB528,KIT DISTRIBUICAO CORREIA,TOYOTA HILUX 3.0 16V D4D 2005 A 2005,TOYOTA,HILUX 3.0 16V D4D 2005 A 2005,não especificado,KIT DISTRIBUICAO CORREIA compatível com TOYOTA HILUX 3.0 16V D4D 2005 A 2005. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB528.
DAYCO,KTB528,KIT DISTRIBUICAO CORREIA,TOYOTA HILUX SW4 2.5 16V D4D 2005 A 2005,TOYOTA,HILUX SW4 2.5 16V D4D 2005 A 2005,não especificado,KIT DISTRIBUICAO CORREIA compatível com TOYOTA HILUX SW4 2.5 16V D4D 2005 A 2005. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB528.
DAYCO,KTB528,KIT DISTRIBUICAO CORREIA,TOYOTA HILUX SW4 3.0 16V D4D 2005 A 2005,TOYOTA,HILUX SW4 3.0 16V D4D 2005 A 2005,não especificado,KIT DISTRIBUICAO CORREIA compatível com TOYOTA HILUX SW4 3.0 16V D4D 2005 A 2005. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB528.
DAYCO,KTB528,KIT DISTRIBUICAO CORREIA,TOYOTA HILUX 2.5 16V DIESEL 2005 EM DIANTE,TOYOTA,HILUX 2.5 16V DIESEL 2005 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com TOYOTA HILUX 2.5 16V DIESEL 2005 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB528.
DAYCO,KTB562,KIT DE DISTRIBUICAO (TENSOR+POLIA+ CORREIA),CHEVROLET CRUZE 1.8 16V 2012 EM DIANTE,CHEVROLET,CRUZE 1.8 16V 2012 EM DIANTE,não especificado,KIT DE DISTRIBUICAO (TENSOR+POLIA+ CORREIA) compatível com CHEVROLET CRUZE 1.8 16V 2012 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB562.
DAYCO,KTB562,KIT DE DISTRIBUICAO (TENSOR+POLIA+ CORREIA),CHEVROLET TRACKER 1.8 16V 2014 EM DIANTE,CHEVROLET,TRACKER 1.8 16V 2014 EM DIANTE,não especificado,KIT DE DISTRIBUICAO (TENSOR+POLIA+ CORREIA) compatível com CHEVROLET TRACKER 1.8 16V 2014 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB562.
DAYCO,KTB562,KIT DE DISTRIBUICAO (TENSOR+POLIA+ CORREIA),CHEVROLET SONIC 1.6 16V 2011 EM DIANTE,CHEVROLET,SONIC 1.6 16V 2011 EM DIANTE,não especificado,KIT DE DISTRIBUICAO (TENSOR+POLIA+ CORREIA) compatível com CHEVROLET SONIC 1.6 16V 2011 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB562.
DAYCO,KTB591,KIT DISTRIBUICAO CORREIA,CITROEN C5 II 2.0 16V EW10A 2006 EM DIANTE,CITROEN,C5 II 2.0 16V EW10A 2006 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com CITROEN C5 II 2.0 16V EW10A 2006 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB591.
DAYCO,KTB591,KIT DISTRIBUICAO CORREIA,CITROEN C4 2.0 16V EW10A 2006 EM DIANTE,CITROEN,C4 2.0 16V EW10A 2006 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com CITROEN C4 2.0 16V EW10A 2006 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB591.
DAYCO,KTB591,KIT DISTRIBUICAO CORREIA,CITROEN C4 PICASSO 2.0 16V EW10 2006 EM DIANTE,CITROEN,C4 PICASSO 2.0 16V EW10 2006 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com CITROEN C4 PICASSO 2.0 16V EW10 2006 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB591.
DAYCO,KTB591,KIT DISTRIBUICAO CORREIA,CITROEN C8 2.0 16V EW10A 2006 EM DIANTE,CITROEN,C8 2.0 16V EW10A 2006 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com CITROEN C8 2.0 16V EW10A 2006 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB591.
DAYCO,KTB591,KIT DISTRIBUICAO CORREIA,PEUGEOT 307 2.0 16V EW10A 2006 EM DIANTE,PEUGEOT,307 2.0 16V EW10A 2006 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com PEUGEOT 307 2.0 16V EW10A 2006 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB591.
DAYCO,KTB591,KIT DISTRIBUICAO CORREIA,PEUGEOT 807 2.0 16V EW10A 2006 EM DIANTE,PEUGEOT,807 2.0 16V EW10A 2006 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com PEUGEOT 807 2.0 16V EW10A 2006 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB591.
DAYCO,KTB591,KIT DISTRIBUICAO CORREIA,PEUGEOT 308 2.0 16V EW10A 2012 EM DIANTE,PEUGEOT,308 2.0 16V EW10A 2012 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com PEUGEOT 308 2.0 16V EW10A 2012 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB591.
DAYCO,KTB591,KIT DISTRIBUICAO CORREIA,PEUGEOT 408 2.0 16V EW10A 2011 EM DIANTE,PEUGEOT,408 2.0 16V EW10A 2011 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com PEUGEOT 408 2.0 16V EW10A 2011 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB591.
DAYCO,KTB591,KIT DISTRIBUICAO CORREIA,PEUGEOT 407 2.0 16V EW10A 2006 EM DIANTE,PEUGEOT,407 2.0 16V EW10A 2006 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com PEUGEOT 407 2.0 16V EW10A 2006 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB591.
DAYCO,KTB688,KIT DISTRIBUICAO CORREIA,LAND ROVER RANGE ROVE 2.7 TDV6 KIT BOMBA 2005 A 2009,LAND,ROVER RANGE ROVE 2.7 TDV6 KIT BOMBA 2005 A 2009,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER RANGE ROVE 2.7 TDV6 KIT BOMBA 2005 A 2009. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB688.
DAYCO,KTB688,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY 3 S 4X4 TDI DIESEL 2005 A 2009,LAND,ROVER DISCOVERY 3 S 4X4 TDI DIESEL 2005 A 2009,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY 3 S 4X4 TDI DIESEL 2005 A 2009. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB688.
DAYCO,KTB689,KIT DISTRIBUICAO CORREIA,LAND ROVER RANGE ROVE SPORT 2.7 TDV6 KIT 2005 A 2009,LAND,ROVER RANGE ROVE SPORT 2.7 TDV6 KIT 2005 A 2009,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER RANGE ROVE SPORT 2.7 TDV6 KIT 2005 A 2009. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB689.
DAYCO,KTB689,KIT DISTRIBUICAO CORREIA,LAND ROVER RANGE ROVE SPORT 3.0 TDV6 KIT 2009 A 2011,LAND,ROVER RANGE ROVE SPORT 3.0 TDV6 KIT 2009 A 2011,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER RANGE ROVE SPORT 3.0 TDV6 KIT 2009 A 2011. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB689.
DAYCO,KTB689,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY 3 2.7 TD6 DIESEL KI 2004 A 2009,LAND,ROVER DISCOVERY 3 2.7 TD6 DIESEL KI 2004 A 2009,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY 3 2.7 TD6 DIESEL KI 2004 A 2009. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB689.
DAYCO,KTB689,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY 4 3.0 TDV6 KIT CVA 2009 A 2017,LAND,ROVER DISCOVERY 4 3.0 TDV6 KIT CVA 2009 A 2017,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY 4 3.0 TDV6 KIT CVA 2009 A 2017. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB689.
DAYCO,KTB689,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY 4 3.0 SDV6 KIT CVA 2009 A 2017,LAND,ROVER DISCOVERY 4 3.0 SDV6 KIT CVA 2009 A 2017,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY 4 3.0 SDV6 KIT CVA 2009 A 2017. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB689.
DAYCO,KTB695,KIT DE DISTRIBUICAO(149STP8M254H+DYT200+DYT204),VOLKSWAGEN GOL 1.0 16V AT -TURBO 1997 A 2001,VOLKSWAGEN,GOL 1.0 16V AT -TURBO 1997 A 2001,não especificado,KIT DE DISTRIBUICAO(149STP8M254H+DYT200+DYT204) compatível com VOLKSWAGEN GOL 1.0 16V AT -TURBO 1997 A 2001. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB695.
DAYCO,KTB695,KIT DE DISTRIBUICAO(149STP8M254H+DYT200+DYT204),VOLKSWAGEN PARATI 1.0 16V AT -TURBO 1997 A 2001,VOLKSWAGEN,PARATI 1.0 16V AT -TURBO 1997 A 2001,não especificado,KIT DE DISTRIBUICAO(149STP8M254H+DYT200+DYT204) compatível com VOLKSWAGEN PARATI 1.0 16V AT -TURBO 1997 A 2001. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB695.
DAYCO,KTB695,KIT DE DISTRIBUICAO(149STP8M254H+DYT200+DYT204),VOLKSWAGEN POLO CLASSIC 1.0 16V AT - 2001 EM DIANTE,VOLKSWAGEN,POLO CLASSIC 1.0 16V AT - 2001 EM DIANTE,não especificado,KIT DE DISTRIBUICAO(149STP8M254H+DYT200+DYT204) compatível com VOLKSWAGEN POLO CLASSIC 1.0 16V AT - 2001 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB695.
DAYCO,KTB695,KIT DE DISTRIBUICAO(149STP8M254H+DYT200+DYT204),SEAT IBIZA 1.0 16V 2001 A 2003,SEAT,IBIZA 1.0 16V 2001 A 2003,não especificado,KIT DE DISTRIBUICAO(149STP8M254H+DYT200+DYT204) compatível com SEAT IBIZA 1.0 16V 2001 A 2003. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB695.
DAYCO,KTB702,KIT DISTRIBUICAO CORREIA,LAND ROVER RANGE ROVE 3.0 TDV6 DT20 KIT 2012 A 2015,LAND,ROVER RANGE ROVE 3.0 TDV6 DT20 KIT 2012 A 2015,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER RANGE ROVE 3.0 TDV6 DT20 KIT 2012 A 2015. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB702.
DAYCO,KTB702,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY 4 HSE 4X4 3.0 SDV6 D 2010 A 2016,LAND,ROVER DISCOVERY 4 HSE 4X4 3.0 SDV6 D 2010 A 2016,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY 4 HSE 4X4 3.0 SDV6 D 2010 A 2016. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB702.
DAYCO,KTB702,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY 4 HSE 4X4 2.7 TDV6 2009 A 2010,LAND,ROVER DISCOVERY 4 HSE 4X4 2.7 TDV6 2009 A 2010,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY 4 HSE 4X4 2.7 TDV6 2009 A 2010. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB702.
DAYCO,KTB715,KIT DISTRIBUICAO CORREIA,LAND ROVER RANGE ROVE EVOQUE 2.2 16V DIESE 2012 A 2016,LAND,ROVER RANGE ROVE EVOQUE 2.2 16V DIESE 2012 A 2016,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER RANGE ROVE EVOQUE 2.2 16V DIESE 2012 A 2016. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB715.
DAYCO,KTB715,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY SPORT 2.2L 16V DIESE 2015 A 2017,LAND,ROVER DISCOVERY SPORT 2.2L 16V DIESE 2015 A 2017,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY SPORT 2.2L 16V DIESE 2015 A 2017. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB715.
DAYCO,KTB715,KIT DISTRIBUICAO CORREIA,LAND ROVER FREELANDER 2 2.2L 16V DIESEL 2011 A 2015,LAND,ROVER FREELANDER 2 2.2L 16V DIESEL 2011 A 2015,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER FREELANDER 2 2.2L 16V DIESEL 2011 A 2015. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB715.
DAYCO,KTB759,KIT DISTRIBUICAO CORREIA,FIAT TORO 2.0 16V DIESEL 2016 EM DIANTE,FIAT,TORO 2.0 16V DIESEL 2016 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com FIAT TORO 2.0 16V DIESEL 2016 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB759.
DAYCO,KTB759,KIT DISTRIBUICAO CORREIA,RAM RAMPAGE 2.0 16V DIESEL 2023 EM DIANTE,RAM,RAMPAGE 2.0 16V DIESEL 2023 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com RAM RAMPAGE 2.0 16V DIESEL 2023 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB759.
DAYCO,KTB759,KIT DISTRIBUICAO CORREIA,JEEP RENEGADE 2.0 16V DIESEL 2015 EM DIANTE,JEEP,RENEGADE 2.0 16V DIESEL 2015 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com JEEP RENEGADE 2.0 16V DIESEL 2015 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB759.
DAYCO,KTB759,KIT DISTRIBUICAO CORREIA,JEEP COMPASS 2.0 16V DIESEL 2016 EM DIANTE,JEEP,COMPASS 2.0 16V DIESEL 2016 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com JEEP COMPASS 2.0 16V DIESEL 2016 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB759.
DAYCO,KTB759,KIT DISTRIBUICAO CORREIA,JEEP COMMANDER 2.0 16V DIESEL 2021 EM DIANTE,JEEP,COMMANDER 2.0 16V DIESEL 2021 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com JEEP COMMANDER 2.0 16V DIESEL 2021 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB759.
DAYCO,KTB764,KIT DISTRIBUICAO,FORD FIESTA NEW FIESTA 1.6 16V S 2011 EM DIANTE,FORD,FIESTA NEW FIESTA 1.6 16V S 2011 EM DIANTE,não especificado,KIT DISTRIBUICAO compatível com FORD FIESTA NEW FIESTA 1.6 16V S 2011 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB764.
DAYCO,KTB764,KIT DISTRIBUICAO,FORD ECOSPORT NEW ECOSPORT 1.6 16V 2012 EM DIANTE,FORD,ECOSPORT NEW ECOSPORT 1.6 16V 2012 EM DIANTE,não especificado,KIT DISTRIBUICAO compatível com FORD ECOSPORT NEW ECOSPORT 1.6 16V 2012 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB764.
DAYCO,KTB764,KIT DISTRIBUICAO,FORD FOCUS 1.6 16V SIGMA 2009 EM DIANTE,FORD,FOCUS 1.6 16V SIGMA 2009 EM DIANTE,não especificado,KIT DISTRIBUICAO compatível com FORD FOCUS 1.6 16V SIGMA 2009 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB764.
DAYCO,KTB764,KIT DISTRIBUICAO,FORD KA 1.5 16V SIGMA 2014 EM DIANTE,FORD,KA 1.5 16V SIGMA 2014 EM DIANTE,não especificado,KIT DISTRIBUICAO compatível com FORD KA 1.5 16V SIGMA 2014 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB764.
DAYCO,KTB764,KIT DISTRIBUICAO,VOLVO S60 1.6 16V B4164S3 2011 A 2013,VOLVO,S60 1.6 16V B4164S3 2011 A 2013,não especificado,KIT DISTRIBUICAO compatível com VOLVO S60 1.6 16V B4164S3 2011 A 2013. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB764.
DAYCO,KTB775,KIT DISTRIBUICAO CORREIA,LAND ROVER RANGE ROVE 2.7 TDV6 KIT CVA B 2005 A 2009,LAND,ROVER RANGE ROVE 2.7 TDV6 KIT CVA B 2005 A 2009,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER RANGE ROVE 2.7 TDV6 KIT CVA B 2005 A 2009. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB775.
DAYCO,KTB775,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY 3 S 4X4 TDI DIESEL 2005 A 2009,LAND,ROVER DISCOVERY 3 S 4X4 TDI DIESEL 2005 A 2009,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY 3 S 4X4 TDI DIESEL 2005 A 2009. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB775.
DAYCO,KTB788,KIT DE DISTRIBUICAO(CORREIA TEFLONADA+TENSORES),VOLKSWAGEN AMAROK 2.0 16V TDICDBA 2011 EM DIANTE,VOLKSWAGEN,AMAROK 2.0 16V TDICDBA 2011 EM DIANTE,não especificado,KIT DE DISTRIBUICAO(CORREIA TEFLONADA+TENSORES) compatível com VOLKSWAGEN AMAROK 2.0 16V TDICDBA 2011 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB788.
DAYCO,KTB794,KIT DISTRIBUICAO CORREIA,RENAULT LOGAN 1.6 8V 2011 EM DIANTE,RENAULT,LOGAN 1.6 8V 2011 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com RENAULT LOGAN 1.6 8V 2011 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB794.
DAYCO,KTB794,KIT DISTRIBUICAO CORREIA,RENAULT SYMBOL 1.6 8V 2011 EM DIANTE,RENAULT,SYMBOL 1.6 8V 2011 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com RENAULT SYMBOL 1.6 8V 2011 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB794.
DAYCO,KTB794,KIT DISTRIBUICAO CORREIA,RENAULT CLIO 1.6 8V 2013 EM DIANTE,RENAULT,CLIO 1.6 8V 2013 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com RENAULT CLIO 1.6 8V 2013 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB794.
DAYCO,KTB794,KIT DISTRIBUICAO CORREIA,RENAULT SANDERO 1.6 8V 2011 EM DIANTE,RENAULT,SANDERO 1.6 8V 2011 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com RENAULT SANDERO 1.6 8V 2011 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB794.
DAYCO,KTB795,KIT DISTRIBUICAO CORREIA,LAND ROVER RANGE ROVE 3.0 TDV6 DIESEL KIT 2012 A 2015,LAND,ROVER RANGE ROVE 3.0 TDV6 DIESEL KIT 2012 A 2015,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER RANGE ROVE 3.0 TDV6 DIESEL KIT 2012 A 2015. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB795.
DAYCO,KTB795,KIT DISTRIBUICAO CORREIA,LAND ROVER RANGE ROVE LAND ROVER 3.0 TDV6 2009 A 2011,LAND,ROVER RANGE ROVE LAND ROVER 3.0 TDV6 2009 A 2011,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER RANGE ROVE LAND ROVER 3.0 TDV6 2009 A 2011. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB795.
DAYCO,KTB795,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY 4 HSE 4X4 3.0 SDV6 D 2010 A 2016,LAND,ROVER DISCOVERY 4 HSE 4X4 3.0 SDV6 D 2010 A 2016,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY 4 HSE 4X4 3.0 SDV6 D 2010 A 2016. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB795.
